Time,DATE_R,AC_TYPE,FLIGHT_PHASE,LDGNOS,N11,N12,ALT_STD,ALT_QNH,RALT1,GS,IAS,VRTG,LONG,LATG,IVV,FPA_SEL,DRIFT,HEAD,LONG_AIR,LAT_AIR,CITY_FROM_R,CITY_TO_R,WIN_SPDR,WIN_DIR,AP_EGD1,AP_EGD2,PITCH_CPT,PITCH_FO,ROLL_CPT,ROLL_FO,RUDD,ELEVL,ELEVR,FLAP,SPOIL_R2,SPOIL_R3,SPOIL_R5,TAT,VIB_N1FNT1,VIB_N1FNT2,VIB_N2FNT1,VIB_N2FNT2,EGT1,EGT2,GW,TIME_R,DATE_R
32:53.0,0/0/0,66,ENG. STOP,GROUND,3.4,23.3,60,-27605,1,0,0,0.977,-0.012,0.0039,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.4,106,542,66878,8:00:00,0/0/0
32:53.1,0/0/0,66,ENG. STOP,GROUND,3.4,23.3,60,-27605,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.4,108,542,66878,8:00:00,0/0/0
32:53.3,0/0/0,66,ENG. STOP,GROUND,3.4,23.3,60,-27605,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.4,108,542,66878,8:00:00,0/0/0
32:53.4,0/0/0,66,ENG. STOP,GROUND,3.4,23.3,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.4,108,542,66878,8:00:00,0/0/0
32:53.5,0/0/0,66,ENG. STOP,GROUND,3.4,23.3,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.4,108,542,66878,8:00:00,0/0/0
32:53.6,0/0/0,66,ENG. STOP,GROUND,3.4,23.4,60,-27605,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,108,537,66878,8:00:00,0/0/0
32:53.7,0/0/0,66,ENG. STOP,GROUND,3.4,23.4,60,-27605,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.28,10.9,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,108,537,66878,8:00:00,0/0/0
32:53.9,0/0/0,66,ENG. STOP,GROUND,3.4,23.4,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.28,10.9,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,108,537,66878,8:00:00,0/0/0
32:54.0,2016/1/10,66,ENG. STOP,GROUND,3.4,23.4,60,-27605,1,0,0,0.977,-0.012,0.0039,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,108,537,66878,8:00:00,2016/1/10
32:54.1,2016/1/10,66,ENG. STOP,GROUND,3.4,23.4,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,110,537,66878,8:00:00,2016/1/10
32:54.2,2016/1/10,66,ENG. STOP,GROUND,3.4,23.4,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,110,537,66878,8:00:00,2016/1/10
32:54.4,2016/1/10,66,ENG. STOP,GROUND,3.4,23.4,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,110,537,66878,8:00:00,2016/1/10
32:54.5,2016/1/10,66,ENG. STOP,GROUND,3.4,23.4,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,110,537,66878,8:00:00,2016/1/10
32:54.6,2016/1/10,66,ENG. STOP,GROUND,3.4,23.5,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,110,533,66878,8:00:00,2016/1/10
32:54.8,2016/1/10,66,ENG. STOP,GROUND,3.4,23.5,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.28,10.9,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,110,533,66878,8:00:00,2016/1/10
32:54.9,2016/1/10,66,ENG. STOP,GROUND,3.4,23.5,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,0,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.28,10.9,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,110,533,66878,8:00:00,2016/1/10
32:55.0,2016/1/10,66,ENG. STOP,GROUND,3.4,23.5,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.5,0,0,0,0.2,110,533,66878,8:00:00,2016/1/10
32:55.1,2016/1/10,66,ENG. STOP,GROUND,3.4,23.5,60,-27605,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.5,0,0,0,0.2,112,533,66878,8:00:00,2016/1/10
32:55.3,2016/1/10,66,ENG. STOP,GROUND,3.4,23.5,60,-27605,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.5,0,0,0,0.2,112,533,66878,8:00:00,2016/1/10
32:55.4,2016/1/10,66,ENG. STOP,GROUND,3.4,23.5,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.5,0,0,0,0.2,112,533,66878,8:00:00,2016/1/10
32:55.5,2016/1/10,66,ENG. STOP,GROUND,3.4,23.5,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,112,533,66878,8:00:00,2016/1/10
32:55.6,2016/1/10,66,ENG. STOP,GROUND,3.4,23.4,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,112,527,66878,8:00:00,2016/1/10
32:55.8,2016/1/10,66,ENG. STOP,GROUND,3.4,23.4,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.37,10.9,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,112,527,66878,8:00:00,2016/1/10
32:55.9,2016/1/10,66,ENG. STOP,GROUND,3.4,23.4,60,-27605,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.37,10.9,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,112,527,66878,8:00:00,2016/1/10
32:56.0,2016/1/10,66,ENG. STOP,GROUND,3.4,23.4,60,-27605,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,112,527,66878,23:32:56,2016/1/10
32:56.1,2016/1/10,66,ENG. STOP,GROUND,3.5,23.4,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,114,527,66878,23:32:56,2016/1/10
32:56.2,2016/1/10,66,ENG. STOP,GROUND,3.5,23.4,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,114,527,66878,23:32:56,2016/1/10
32:56.4,2016/1/10,66,ENG. STOP,GROUND,3.5,23.4,60,-27605,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,114,527,66878,23:32:56,2016/1/10
32:56.5,2016/1/10,66,ENG. STOP,GROUND,3.5,23.4,60,-27605,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.5,0,0,0,0.2,114,527,66733,23:32:56,2016/1/10
32:56.6,2016/1/10,66,ENG. STOP,GROUND,3.5,23.1,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.5,0,0,0,0.2,114,522,66733,23:32:56,2016/1/10
32:56.8,2016/1/10,66,ENG. STOP,GROUND,3.5,23.1,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.37,10.99,0,0,-0.1,0,0,0,0,0,0,23.5,0,0,0,0.2,114,522,66733,23:32:56,2016/1/10
32:56.9,2016/1/10,66,ENG. STOP,GROUND,3.5,23.1,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.37,10.99,0,0,-0.1,0,0,0,0,0,0,23.5,0,0,0,0.2,114,522,66733,23:32:56,2016/1/10
32:57.0,2016/1/10,66,ENG. STOP,GROUND,3.5,23.1,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,114,522,66733,23:32:56,2016/1/10
32:57.1,2016/1/10,66,ENG. STOP,GROUND,4,23.1,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,117,522,66733,23:32:56,2016/1/10
32:57.3,2016/1/10,66,ENG. STOP,GROUND,4,23.1,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,117,522,66733,23:32:56,2016/1/10
32:57.4,2016/1/10,66,ENG. STOP,GROUND,4,23.1,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,117,522,66733,23:32:56,2016/1/10
32:57.5,2016/1/10,66,ENG. STOP,GROUND,4,23.1,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,117,522,66733,23:32:56,2016/1/10
32:57.6,2016/1/10,66,ENG. STOP,GROUND,4,23,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,117,517,66733,23:32:56,2016/1/10
32:57.7,2016/1/10,66,ENG. STOP,GROUND,4,23,60,-27605,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.37,10.9,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,117,517,66733,23:32:56,2016/1/10
32:57.9,2016/1/10,66,ENG. STOP,GROUND,4,23,60,-27605,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.37,10.9,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,117,517,66733,23:32:56,2016/1/10
32:58.0,2016/1/10,66,ENG. STOP,GROUND,4,23,60,87.31,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,117,517,66733,23:32:56,2016/1/10
32:58.1,2016/1/10,66,ENG. STOP,GROUND,4.5,23,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,120,517,66733,23:32:56,2016/1/10
32:58.3,2016/1/10,66,ENG. STOP,GROUND,4.5,23,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,120,517,66733,23:32:56,2016/1/10
32:58.4,2016/1/10,66,ENG. STOP,GROUND,4.5,23,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,120,517,66733,23:32:56,2016/1/10
32:58.5,2016/1/10,66,ENG. STOP,GROUND,4.5,23,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,120,517,66733,23:32:56,2016/1/10
32:58.6,2016/1/10,66,ENG. STOP,GROUND,4.5,22.8,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,120,512,66733,23:32:56,2016/1/10
32:58.8,2016/1/10,66,ENG. STOP,GROUND,4.5,22.8,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.37,10.9,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,120,512,66733,23:32:56,2016/1/10
32:58.9,2016/1/10,66,ENG. STOP,GROUND,4.5,22.8,60,87.31,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.37,10.9,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,120,512,66733,23:32:56,2016/1/10
32:59.0,2016/1/10,66,ENG. STOP,GROUND,4.5,22.8,60,87.31,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.5,0,0,0,0.2,120,512,66733,23:32:56,2016/1/10
32:59.1,2016/1/10,66,ENG. STOP,GROUND,4.9,22.8,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.5,0,0,0,0.2,122,512,66733,23:32:56,2016/1/10
32:59.3,2016/1/10,66,ENG. STOP,GROUND,4.9,22.8,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.5,0,0,0,0.2,122,512,66733,23:32:56,2016/1/10
32:59.4,2016/1/10,66,ENG. STOP,GROUND,4.9,22.8,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.5,0,0,0,0.2,122,512,66733,23:32:56,2016/1/10
32:59.5,2016/1/10,66,ENG. STOP,GROUND,4.9,22.8,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,122,512,66733,23:32:56,2016/1/10
32:59.6,2016/1/10,66,ENG. STOP,GROUND,4.9,22.5,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,122,508,66733,23:32:56,2016/1/10
32:59.8,2016/1/10,66,ENG. STOP,GROUND,4.9,22.5,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.28,10.9,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,122,508,66733,23:32:56,2016/1/10
32:59.9,2016/1/10,66,ENG. STOP,GROUND,4.9,22.5,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.28,10.9,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,122,508,66733,23:32:56,2016/1/10
33:00.0,2016/1/10,66,ENG. STOP,GROUND,4.9,22.5,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,122,508,66733,23:33:00,2016/1/10
33:00.1,2016/1/10,66,ENG. STOP,GROUND,5.3,22.5,60,87.31,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,124,508,66733,23:33:00,2016/1/10
33:00.2,2016/1/10,66,ENG. STOP,GROUND,5.3,22.5,60,87.31,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,124,508,66733,23:33:00,2016/1/10
33:00.4,2016/1/10,66,ENG. STOP,GROUND,5.3,22.5,60,87.31,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,124,508,66733,23:33:00,2016/1/10
33:00.5,2016/1/10,66,ENG. STOP,GROUND,5.3,22.5,60,87.31,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,124,508,66733,23:33:00,2016/1/10
33:00.6,2016/1/10,66,ENG. STOP,GROUND,5.3,22.4,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,124,504,66733,23:33:00,2016/1/10
33:00.8,2016/1/10,66,ENG. STOP,GROUND,5.3,22.4,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.28,10.9,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,124,504,66733,23:33:00,2016/1/10
33:00.9,2016/1/10,66,ENG. STOP,GROUND,5.3,22.4,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.28,10.9,0,0,0,0,0,0,0,0,0,23.5,0,0,0,0.2,124,504,66733,23:33:00,2016/1/10
33:01.0,2016/1/10,66,ENG. STOP,GROUND,5.3,22.4,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,124,504,66733,23:33:00,2016/1/10
33:01.1,2016/1/10,66,ENG. STOP,GROUND,5.5,22.4,60,87.31,1,0,0,0.977,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,125,504,66733,23:33:00,2016/1/10
33:01.2,2016/1/10,66,ENG. STOP,GROUND,5.5,22.4,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,125,504,66733,23:33:00,2016/1/10
33:01.4,2016/1/10,66,ENG. STOP,GROUND,5.5,22.4,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,125,504,66733,23:33:00,2016/1/10
33:01.5,2016/1/10,66,ENG. STOP,GROUND,5.5,22.4,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,125,504,66733,23:33:00,2016/1/10
33:01.6,2016/1/10,66,ENG. STOP,GROUND,5.5,22.3,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,125,500,66733,23:33:00,2016/1/10
33:01.8,2016/1/10,66,ENG. STOP,GROUND,5.5,22.3,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.28,10.9,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,125,500,66733,23:33:00,2016/1/10
33:01.9,2016/1/10,66,ENG. STOP,GROUND,5.5,22.3,60,87.31,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.28,10.9,0,0,-0.1,0,0,0,0,0,0,23.75,0,0,0,0.2,125,500,66733,23:33:00,2016/1/10
33:02.0,2016/1/10,66,TAXI OUT,GROUND,5.5,22.3,60,87.31,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,125,500,66733,23:33:00,2016/1/10
33:02.1,2016/1/10,66,TAXI OUT,GROUND,5.8,22.3,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,127,500,66733,23:33:00,2016/1/10
33:02.3,2016/1/10,66,TAXI OUT,GROUND,5.8,22.3,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,127,500,66733,23:33:00,2016/1/10
33:02.4,2016/1/10,66,TAXI OUT,GROUND,5.8,22.3,60,87.31,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,127,500,66733,23:33:00,2016/1/10
33:02.5,2016/1/10,66,TAXI OUT,GROUND,5.8,22.3,60,87.31,1,0,0,0.965,-0.012,0,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,127,500,66733,23:33:00,2016/1/10
33:02.6,2016/1/10,66,TAXI OUT,GROUND,5.8,22.1,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,127,497,66733,23:33:00,2016/1/10
33:02.8,2016/1/10,66,TAXI OUT,GROUND,5.8,22.1,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.28,10.9,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,127,497,66733,23:33:00,2016/1/10
33:02.9,2016/1/10,66,TAXI OUT,GROUND,5.8,22.1,60,87.31,1,0,0,0.965,-0.012,0.0039,0,-368,-0.088,268.95,110.4769,19.9598,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.28,10.9,0,0,0,0,0,0,0,0,0,23.75,0,0,0,0.2,127,497,66733,23:33:00,2016/1/10
