Time,DATE_R,AC_TYPE,FLIGHT_PHASE,LDGNOS,N11,N12,ALT_STD,ALT_QNH,RALT1,GS,IAS,VRTG,LONG,LATG,IVV,FPA_SEL,DRIFT,HEAD,LONG_AIR,LAT_AIR,CITY_FROM_R,CITY_TO_R,WIN_SPDR,WIN_DIR,AP_EGD1,AP_EGD2,PITCH_CPT,PITCH_FO,ROLL_CPT,ROLL_FO,RUDD,ELEVL,ELEVR,FLAP,SPOIL_R2,SPOIL_R3,SPOIL_R5,TAT,VIB_N1FNT1,VIB_N1FNT2,VIB_N2FNT1,VIB_N2FNT2,EGT1,EGT2,GW,TIME_R,DATE_R
37:55.0,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.957,0.004,-0.0039,-24,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:52,2016/1/10
37:55.1,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.977,0.004,0,-24,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:52,2016/1/10
37:55.3,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.977,0.004,0,-24,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:52,2016/1/10
37:55.4,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.965,0.004,-0.0078,-24,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:52,2016/1/10
37:55.5,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.965,0.004,-0.0078,-24,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:52,2016/1/10
37:55.6,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.965,0.004,0,-24,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:52,2016/1/10
37:55.7,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.977,0.004,0,-24,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:52,2016/1/10
37:55.9,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.984,0,0,-24,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:52,2016/1/10
37:56.0,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,56,83.31,1,6,0,0.965,0,0,-16,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:56.1,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,56,83.31,1,6,0,0.965,0.004,-0.0078,-16,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:56.3,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,56,83.31,1,6,0,0.977,0.004,-0.0078,-16,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:56.4,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,56,83.31,1,6,0,0.965,0,0,-16,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:56.5,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,56,83.31,1,6,0,0.957,0,0,-16,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:56.6,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,56,83.31,1,6,0,0.977,0,-0.0078,-16,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:56.8,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,56,83.31,1,6,0,0.977,0,-0.0078,-16,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:56.9,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,56,83.31,1,6,0,0.957,0,-0.0039,-16,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:57.0,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.957,0,-0.0039,-11,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:57.1,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.965,0,0,-11,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:57.2,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.984,0,0,-11,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:57.4,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.965,0.004,0,-11,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:57.5,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.957,0.004,0,-11,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:57.6,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.957,0,-0.0039,-11,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:57.8,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.965,0,-0.0039,-11,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,-0.1,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:57.9,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.977,0,0,-11,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,-0.1,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:58.0,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.977,0,0,32,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:58.1,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.949,0,0,32,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:58.3,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.977,0,0,32,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:58.4,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.977,0,-0.0039,32,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:58.5,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.965,0,-0.0039,32,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:58.6,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.949,0,0,32,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:58.8,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.957,0,0,32,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:58.9,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.977,0,0,32,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,0,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:59.0,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.996,0,0,22,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:59.1,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.949,0,-0.0039,22,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,45,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:59.3,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.957,0,-0.0039,22,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,-0.09,0,0,-0.1,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:59.4,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.984,-0.004,0,22,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,-0.09,0,0,-0.1,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:59.5,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.984,-0.004,0,22,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:59.6,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,6,0,0.957,0,-0.0078,22,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:59.8,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,7,0,0.957,0,-0.0078,22,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,-0.1,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
37:59.9,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,7,0,0.965,0.004,-0.0039,22,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,-0.1,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:37:56,2016/1/10
38:00.0,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,7,0,0.977,0.004,-0.0039,14,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:00.1,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,7,0,0.977,0,0,14,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:00.3,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,7,0,0.965,0,0,14,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,-0.09,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:00.4,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,7,0,0.965,0,0,14,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,-0.09,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:00.5,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,7,0,0.965,0,0,14,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:00.6,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,7,0,0.965,0,0,14,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:00.7,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,7,0,0.957,0,0,14,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:00.9,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,7,0,0.965,0,-0.0078,14,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:01.0,2016/1/10,66,TAXI OUT,GROUND,24.3,24.3,60,87.31,1,7,0,0.977,0,-0.0078,10,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:01.1,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.977,0.008,0,10,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:01.3,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.957,0.008,0,10,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,-0.09,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:01.4,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.957,0,0,10,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,-0.09,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:01.5,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.965,0,0,10,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:01.6,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.977,0,0,10,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:01.8,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.977,0,0,10,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:01.9,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.965,0,-0.0039,10,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:02.0,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.957,0,-0.0039,7,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:02.1,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.965,0.004,0,7,-368,-0.088,271.76,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:02.3,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.965,0.004,0,7,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,-0.09,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:02.4,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.965,0.004,-0.0078,7,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,-0.09,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66715,23:38:00,2016/1/10
38:02.5,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.977,0.004,-0.0078,7,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66661,23:38:00,2016/1/10
38:02.6,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.965,-0.004,0,7,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66661,23:38:00,2016/1/10
38:02.7,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.965,-0.004,0,7,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66661,23:38:00,2016/1/10
38:02.9,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.957,-0.008,0.0039,7,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,0,0,0,13.91,0,0,0,22.75,0,0,0.4,0,514,522,66661,23:38:00,2016/1/10
38:03.0,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.965,-0.008,0.0039,4,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66661,23:38:00,2016/1/10
38:03.1,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.977,0.004,0.0078,4,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66661,23:38:00,2016/1/10
38:03.2,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.965,0.004,0.0078,4,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,-0.09,0,0,-0.1,45,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66661,23:38:00,2016/1/10
38:03.4,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.957,0,-0.0039,4,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,-0.09,0,0,-0.1,45,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66661,23:38:00,2016/1/10
38:03.5,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.965,0,-0.0039,4,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,45,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66661,23:38:00,2016/1/10
38:03.6,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,7,0,0.977,0,-0.0039,4,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,45,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66661,23:38:00,2016/1/10
38:03.8,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,8,0,0.965,0,-0.0039,4,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,-0.1,45,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66661,23:38:00,2016/1/10
38:03.9,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,8,0,0.957,0.004,0,4,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,-0.1,45,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66661,23:38:00,2016/1/10
38:04.0,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,8,0,0.949,0.004,0,3,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66661,23:38:04,2016/1/10
38:04.1,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,8,0,0.977,0,-0.0039,3,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,45,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66661,23:38:04,2016/1/10
38:04.3,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,8,0,0.984,0,-0.0039,3,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66661,23:38:04,2016/1/10
38:04.4,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,8,0,0.984,0.004,-0.0039,3,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,0,0,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66661,23:38:04,2016/1/10
38:04.5,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,8,0,0.965,0.004,-0.0039,3,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66642,23:38:04,2016/1/10
38:04.6,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,8,0,0.938,-0.008,0.0039,3,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,0,0,0,0,-0.1,0,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66642,23:38:04,2016/1/10
38:04.8,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,8,0,0.965,-0.008,0.0039,3,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,-0.1,0,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66642,23:38:04,2016/1/10
38:04.9,2016/1/10,66,TAXI OUT,GROUND,24.1,24.3,60,87.31,1,8,0,0.984,0.004,-0.0039,3,-368,-0.088,271.41,110.4749,19.9594,ZJHK,ZGSZ,4,277.73,N,NOFALT,10.99,10.99,0,0,-0.1,0,0,13.91,0,0,0,22.5,0,0,0.4,0,514,522,66642,23:38:04,2016/1/10
